DRUG_NAME,POTENCY,NET_WEIGHT,DATE_COLLECTED,PURCHASE_PRICE
COCAINE HYDROCHLORIDE,0,1,8/1/2008,
COCAINE HYDROCHLORIDE,0,1.4,8/1/2008,
COCAINE HYDROCHLORIDE,0,1,8/1/2008,
COCAINE HYDROCHLORIDE,0,0.99,8/1/2008,
COCAINE HYDROCHLORIDE,0,0.99,8/1/2008,
METHAMPHETAMINE SIGNATURE,0,2.8,8/1/2008,
METHAMPHETAMINE SIGNATURE,0,2.9,8/1/2008,
METHAMPHETAMINE SIGNATURE,0,2.8,8/1/2008,
METHAMPHETAMINE SIGNATURE,0,2.9,8/1/2008,
HEROIN HYDROCHLORIDE,85.9,7.3,8/1/2008,
"METHAMPHETAMINE, ISOMER &SALT (0) UNDETERMINED/NOT REPORTED",31.4,47.3,8/1/2008,
COCAINE HYDROCHLORIDE,0,0.97,8/1/2008,
COCAINE HYDROCHLORIDE,66.7,13020,8/1/2008,
COCAINE HYDROCHLORIDE,0,1.5,8/1/2008,
COCAINE HYDROCHLORIDE,0,1.2,8/1/2008,
METHAMPHETAMINE SIGNATURE,0,2.9,8/1/2008,
METHAMPHETAMINE SIGNATURE,0,2.9,8/1/2008,
COCAINE HYDROCHLORIDE,0,1,8/1/2008,
COCAINE HYDROCHLORIDE,0,1,8/1/2008,
COCAINE HYDROCHLORIDE,0,1,8/1/2008,
COCAINE HYDROCHLORIDE,0,1,8/1/2008,
HEROIN HYDROCHLORIDE,0,1.9,8/1/2008,
METHAMPHETAMINE SIGNATURE,0,3,8/1/2008,
COCAINE HYDROCHLORIDE,0,1,8/1/2008,
COCAINE HYDROCHLORIDE,0,1,8/1/2008,
COCAINE HYDROCHLORIDE,0,1,8/1/2008,
COCAINE HYDROCHLORIDE,0,1.1,8/1/2008,
COCAINE HYDROCHLORIDE,0,1,8/1/2008,
COCAINE HYDROCHLORIDE,0,1,8/1/2008,
COCAINE HYDROCHLORIDE,0,1,8/1/2008,
COCAINE HYDROCHLORIDE,0,0.98,8/1/2008,
COCAINE HYDROCHLORIDE,0,0.97,8/1/2008,
COCAINE HYDROCHLORIDE,0,1,8/1/2008,
COCAINE HYDROCHLORIDE,0,1,8/1/2008,
COCAINE HYDROCHLORIDE,0,1,8/1/2008,
METHAMPHETAMINE SIGNATURE,0,2.9,8/1/2008,
METHAMPHETAMINE SIGNATURE,0,2.9,8/1/2008,
COCAINE HYDROCHLORIDE,0,1,8/1/2008,
COCAINE HYDROCHLORIDE,0,1,8/1/2008,
COCAINE HYDROCHLORIDE,0,1.1,8/1/2008,
COCAINE HYDROCHLORIDE,0,0.98,8/1/2008,
COCAINE HYDROCHLORIDE,0,1.1,8/1/2008,
COCAINE HYDROCHLORIDE,0,1,8/1/2008,
COCAINE HYDROCHLORIDE,0,1,8/1/2008,
COCAINE HYDROCHLORIDE,0,0.93,8/1/2008,
COCAINE HYDROCHLORIDE,0,0.99,8/1/2008,
COCAINE HYDROCHLORIDE,0,0.96,8/1/2008,
COCAINE HYDROCHLORIDE,0,0.85,8/1/2008,
COCAINE HYDROCHLORIDE,0,1,8/1/2008,
COCAINE HYDROCHLORIDE,0,1,8/1/2008,
COCAINE HYDROCHLORIDE,0,0.93,8/1/2008,
COCAINE HYDROCHLORIDE,0,1,8/1/2008,
COCAINE HYDROCHLORIDE,0,1.1,8/1/2008,
COCAINE HYDROCHLORIDE,0,0.95,8/1/2008,
COCAINE HYDROCHLORIDE,0,0.96,8/1/2008,
COCAINE HYDROCHLORIDE,0,0.91,8/1/2008,
COCAINE HYDROCHLORIDE,0,0.92,8/1/2008,
COCAINE HYDROCHLORIDE,0,0.99,8/1/2008,
COCAINE HYDROCHLORIDE,0,1,8/1/2008,
COCAINE HYDROCHLORIDE,0,1.1,8/1/2008,
COCAINE HYDROCHLORIDE,0,1,8/1/2008,
METHAMPHETAMINE SIGNATURE,0,2.9,8/1/2008,0
HEROIN HYDROCHLORIDE,0,2,8/1/2008,
HEROIN HYDROCHLORIDE,0,1.9,8/1/2008,
HEROIN HYDROCHLORIDE,0,2,8/1/2008,
COCAINE HYDROCHLORIDE,0,0.93,8/1/2008,
COCAINE HYDROCHLORIDE,0,0.95,8/1/2008,
COCAINE HYDROCHLORIDE,0,1,8/1/2008,
COCAINE HYDROCHLORIDE,0,1.1,8/1/2008,
COCAINE HYDROCHLORIDE,0,1,8/1/2008,
COCAINE HYDROCHLORIDE,0,1,8/1/2008,
COCAINE HYDROCHLORIDE,0,1,8/1/2008,
COCAINE HYDROCHLORIDE,0,1.1,8/1/2008,
COCAINE HYDROCHLORIDE,0,1.2,8/1/2008,
COCAINE HYDROCHLORIDE,55.9,57820,8/1/2008,
HEROIN HYDROCHLORIDE,0,0.35,8/1/2008,130
HEROIN HYDROCHLORIDE,0,0.24,8/1/2008,130
HEROIN HYDROCHLORIDE,0,0.94,8/1/2008,100
HEROIN HYDROCHLORIDE,0,0.44,8/1/2008,100
HEROIN HYDROCHLORIDE,0,0.37,8/1/2008,100
HEROIN HYDROCHLORIDE,0,0.4,8/1/2008,100
NO DRUG FOUND,0,0.46,8/1/2008,100
HEROIN HYDROCHLORIDE,0,1.8,8/1/2008,100
HEROIN HYDROCHLORIDE,0,0.21,8/1/2008,100
HEROIN HYDROCHLORIDE,0,0.18,8/1/2008,100
HEROIN HYDROCHLORIDE,0,2,8/1/2008,40
HEROIN HYDROCHLORIDE,0,1,8/1/2008,40
HEROIN HYDROCHLORIDE,0,1,8/1/2008,100
HEROIN HYDROCHLORIDE,0,1,8/1/2008,100
HEROIN HYDROCHLORIDE,0,0.6,8/1/2008,100
HEROIN HYDROCHLORIDE,0,1.4,8/1/2008,80
HEROIN HYDROCHLORIDE,0,0.15,8/1/2008,30
HEROIN HYDROCHLORIDE,0,1.3,8/1/2008,40
HEROIN HYDROCHLORIDE,0,1.3,8/1/2008,40
HEROIN HYDROCHLORIDE,0,0.55,8/1/2008,100
HEROIN HYDROCHLORIDE,0,0.56,8/1/2008,60
HEROIN HYDROCHLORIDE,0,0.43,8/1/2008,80
HEROIN HYDROCHLORIDE,0,1,8/1/2008,100
HEROIN HYDROCHLORIDE,0,0.93,8/1/2008,100
HEROIN HYDROCHLORIDE,0,0.85,8/1/2008,70
HEROIN HYDROCHLORIDE,0,0.87,8/1/2008,100
HEROIN HYDROCHLORIDE,0,0.26,8/1/2008,20
COCAINE HYDROCHLORIDE,0,1.1,8/1/2008,
COCAINE HYDROCHLORIDE,0,1.1,8/1/2008,
COCAINE HYDROCHLORIDE,0,1,8/1/2008,
METHAMPHETAMINE SIGNATURE,0,2.9,8/1/2008,0
COCAINE HYDROCHLORIDE,0,0.85,8/1/2008,
COCAINE HYDROCHLORIDE,0,0.76,8/1/2008,
NO ANALYSIS,0,0.001,8/1/2008,
HEROIN HYDROCHLORIDE,39.8,103.1,8/1/2008,
HEROIN HYDROCHLORIDE,40.1,11.8,8/1/2008,
METHAMPHETAMINE SIGNATURE,0,2.9,8/1/2008,
HEROIN HYDROCHLORIDE,0,2,8/1/2008,
HEROIN HYDROCHLORIDE,0,1.8,8/1/2008,
COCAINE HYDROCHLORIDE,0,1,8/1/2008,
COCAINE HYDROCHLORIDE,0,1,8/1/2008,
COCAINE HYDROCHLORIDE,0,1,8/1/2008,
COCAINE HYDROCHLORIDE,0,1,8/1/2008,
COCAINE HYDROCHLORIDE,0,1,8/1/2008,
COCAINE HYDROCHLORIDE,0,0.99,8/1/2008,
COCAINE,10.3,22.4,8/1/2008,600
METHAMPHETAMINE SIGNATURE,0,2.9,8/1/2008,
COCAINE HYDROCHLORIDE,0,1,8/1/2008,
COCAINE HYDROCHLORIDE,0,1,8/1/2008,
COCAINE HYDROCHLORIDE,0,1,8/1/2008,
"METHAMPHETAMINE HYDROCHLORIDE, ISOMER UNDETERMINED/NOT REPORTED",44.6,82,8/1/2008,
COCAINE HYDROCHLORIDE,80.2,15780,8/1/2008,
COCAINE HYDROCHLORIDE,76.3,21050,8/1/2008,
COCAINE HYDROCHLORIDE,0,13830,8/1/2008,
HEROIN HYDROCHLORIDE,0,4.2,8/1/2008,
COCAINE HYDROCHLORIDE,0,0.91,8/1/2008,
COCAINE HYDROCHLORIDE,0,1,8/1/2008,
METHAMPHETAMINE SIGNATURE,0,2.9,8/1/2008,
COCAINE HYDROCHLORIDE,0,1.1,8/1/2008,
COCAINE HYDROCHLORIDE,0,1.1,8/1/2008,
COCAINE HYDROCHLORIDE,0,1,8/1/2008,
COCAINE HYDROCHLORIDE,0,1,8/1/2008,
COCAINE HYDROCHLORIDE,0,1,8/1/2008,
COCAINE HYDROCHLORIDE,0,1,8/1/2008,
HEROIN HYDROCHLORIDE,0,0.33,8/1/2008,130
HEROIN HYDROCHLORIDE,0,0.18,8/1/2008,130
HEROIN HYDROCHLORIDE,0,0.25,8/1/2008,130
HEROIN HYDROCHLORIDE,0,0.31,8/1/2008,130
HEROIN HYDROCHLORIDE,0,0.27,8/1/2008,20
HEROIN HYDROCHLORIDE,0,0.86,8/1/2008,80
HEROIN HYDROCHLORIDE,0,0.6,8/1/2008,80
HEROIN HYDROCHLORIDE,0,0.45,8/1/2008,60
HEROIN HYDROCHLORIDE,0,0.26,8/1/2008,100
HEROIN HYDROCHLORIDE,0,0.39,8/1/2008,100
HEROIN HYDROCHLORIDE,0,0.24,8/1/2008,200
HEROIN HYDROCHLORIDE,0,0.75,8/1/2008,70
HEROIN HYDROCHLORIDE,0,2,8/1/2008,96
HEROIN HYDROCHLORIDE,0,0.48,8/1/2008,100
HEROIN HYDROCHLORIDE,0,1.7,8/1/2008,100
HEROIN HYDROCHLORIDE,0,0.15,8/1/2008,40
HEROIN HYDROCHLORIDE,0,0.74,8/1/2008,100
HEROIN HYDROCHLORIDE,0,0.54,8/1/2008,100
HEROIN HYDROCHLORIDE,0,0.51,8/1/2008,100
HEROIN HYDROCHLORIDE,0,0.6,8/1/2008,100
HEROIN HYDROCHLORIDE,0,1.1,8/1/2008,100
DEXTROSE,0,0.84,8/1/2008,100
HEROIN HYDROCHLORIDE,0,0.61,8/1/2008,80
HEROIN HYDROCHLORIDE,0,0.49,8/1/2008,80
HEROIN HYDROCHLORIDE,0,0.25,8/1/2008,100
HEROIN HYDROCHLORIDE,0,0.24,8/1/2008,100
HEROIN HYDROCHLORIDE,0,1,8/1/2008,200
HEROIN HYDROCHLORIDE,0,1.2,8/1/2008,200
HEROIN HYDROCHLORIDE,0,0.83,8/1/2008,80
HEROIN HYDROCHLORIDE,0,1.3,8/1/2008,50
HEROIN HYDROCHLORIDE,0,0.4,8/1/2008,200
HEROIN HYDROCHLORIDE,0,0.39,8/1/2008,100
HEROIN HYDROCHLORIDE,0,0.55,8/1/2008,100
HEROIN HYDROCHLORIDE,0,3.2,8/1/2008,100
HEROIN HYDROCHLORIDE,0,1.4,8/1/2008,100
HEROIN HYDROCHLORIDE,0,2.2,8/1/2008,100
HEROIN HYDROCHLORIDE,0,1.5,8/1/2008,100
HEROIN HYDROCHLORIDE,0,0.52,8/1/2008,120
HEROIN HYDROCHLORIDE,0,0.47,8/1/2008,100
HEROIN HYDROCHLORIDE,0,0.45,8/1/2008,100
HEROIN HYDROCHLORIDE,0,0.54,8/1/2008,100
HEROIN HYDROCHLORIDE,0,0.66,8/1/2008,100
HEROIN HYDROCHLORIDE,0,1.8,8/1/2008,100
HEROIN HYDROCHLORIDE,0,2.5,8/1/2008,100
HEROIN HYDROCHLORIDE,0,0.9,8/1/2008,60
HEROIN HYDROCHLORIDE,0,0.31,8/1/2008,60
HEROIN HYDROCHLORIDE,0,0.8,8/1/2008,80
HEROIN HYDROCHLORIDE,0,0.28,8/1/2008,100
HEROIN HYDROCHLORIDE,0,1.9,8/1/2008,200
HEROIN HYDROCHLORIDE,0,0.64,8/1/2008,200
HEROIN HYDROCHLORIDE,0,0.19,8/1/2008,100
HEROIN HYDROCHLORIDE,0,0.31,8/1/2008,100
HEROIN HYDROCHLORIDE,0,0.77,8/1/2008,100
HEROIN HYDROCHLORIDE,0,0.25,8/1/2008,100
NO DRUG FOUND,0,0.75,8/1/2008,100
NO DRUG FOUND,0,1.6,8/1/2008,100
HEROIN HYDROCHLORIDE,0,0.7,8/1/2008,70
HEROIN HYDROCHLORIDE,0,0.41,8/1/2008,20
HEROIN HYDROCHLORIDE,0,0.36,8/1/2008,20
HEROIN HYDROCHLORIDE,0,0.47,8/1/2008,80
HEROIN HYDROCHLORIDE,0,0.14,8/1/2008,100
HEROIN HYDROCHLORIDE,0,0.65,8/1/2008,80
HEROIN HYDROCHLORIDE,0,0.56,8/1/2008,100
HEROIN HYDROCHLORIDE,0,0.24,8/1/2008,130
LEVMETHAMPHETAMINE HYDROCHLORIDE,24.8,6835,9/1/2008,
HEROIN HYDROCHLORIDE,77.3,4359,9/1/2008,
HEROIN HYDROCHLORIDE,39.7,2486,9/1/2008,
"HEROIN, SALT UNDETERMINED",10.9,30.9,9/1/2008,
COCAINE HYDROCHLORIDE,85.6,18980,9/1/2008,
"HEROIN, SALT UNDETERMINED",47.6,660.4,9/1/2008,
COCAINE HYDROCHLORIDE,85.6,15140,9/1/2008,
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,73.9,2990,9/1/2008,
COCAINE HYDROCHLORIDE,86.4,13490,9/1/2008,
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,36.5,28.3,9/1/2008,1600
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,90.7,110.9,9/1/2008,
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,51.1,55.8,9/1/2008,5000
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,99.2,446.8,9/1/2008,16000
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,98.8,23150,9/1/2008,
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,38.9,215.2,9/1/2008,6700
"METHAMPHETAMINE HYDROCHLORIDE, ISOMER UNDETERMINED/NOT REPORTED",20,14.5,9/1/2008,
METHAMPHETAMINE SIGNATURE,0,2.9,9/1/2008,0
METHAMPHETAMINE SIGNATURE,0,2.9,9/1/2008,0
"HEROIN, SALT UNDETERMINED",27.6,850.2,9/1/2008,
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,94.9,9542,9/1/2008,
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,98.2,14310,9/1/2008,
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,95.9,5832,9/1/2008,
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,96.1,5100,9/1/2008,
DL-METHAMPHETAMINE HYDROCHLORIDE,98.2,9946,9/1/2008,
COCAINE HYDROCHLORIDE,79.3,15010,9/1/2008,
HEROIN HYDROCHLORIDE,93.4,7.4,9/1/2008,
HEROIN HYDROCHLORIDE,65,839.5,9/1/2008,
"METHAMPHETAMINE HYDROCHLORIDE, ISOMER UNDETERMINED/NOT REPORTED",48.1,18.4,9/1/2008,
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,95.1,3120,9/1/2008,
HEROIN HYDROCHLORIDE,50.6,830.8,9/1/2008,
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,90.4,7081,9/1/2008,
HEROIN HYDROCHLORIDE,90.5,3947,9/1/2008,
COCAINE HYDROCHLORIDE,86.6,10970,9/1/2008,
"METHAMPHETAMINE HYDROCHLORIDE, ISOMER UNDETERMINED/NOT REPORTED",60.1,81.3,9/1/2008,
METHAMPHETAMINE SIGNATURE,0,2.9,9/1/2008,0
HEROIN HYDROCHLORIDE,63.4,97,9/1/2008,
COCAINE HYDROCHLORIDE,79.1,12030,9/1/2008,
"HEROIN, SALT UNDETERMINED",21.4,726.6,9/1/2008,
"METHAMPHETAMINE HYDROCHLORIDE, ISOMER UNDETERMINED/NOT REPORTED",31.5,112.5,9/1/2008,
HEROIN HYDROCHLORIDE,57.3,25.2,9/1/2008,1500
HEROIN HYDROCHLORIDE,41.7,1994,9/1/2008,
"METHAMPHETAMINE HYDROCHLORIDE, ISOMER UNDETERMINED/NOT REPORTED",37.7,50.4,9/1/2008,
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,98.4,110.9,9/1/2008,8000
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,52,63.6,9/1/2008,
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,92.3,26.7,9/1/2008,1400
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,95.6,884.4,9/1/2008,
COCAINE HYDROCHLORIDE,82.4,24120,9/1/2008,
COCAINE HYDROCHLORIDE,70.6,15040,9/1/2008,
HEROIN HYDROCHLORIDE,75.8,258.8,9/1/2008,
"METHAMPHETAMINE HYDROCHLORIDE, ISOMER UNDETERMINED/NOT REPORTED",27.6,63.1,9/1/2008,4000
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,38.5,27.2,9/1/2008,1500
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,96.2,99.7,9/1/2008,5000
"METHAMPHETAMINE HYDROCHLORIDE, ISOMER UNDETERMINED/NOT REPORTED",39.9,34.4,9/1/2008,
COCAINE HYDROCHLORIDE,87.2,18210,9/1/2008,
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,99.7,9995,9/1/2008,
"METHAMPHETAMINE HYDROCHLORIDE, ISOMER UNDETERMINED/NOT REPORTED",39.1,439.5,9/1/2008,
COCAINE HYDROCHLORIDE,76.3,20030,9/1/2008,
"METHAMPHETAMINE HYDROCHLORIDE, ISOMER UNDETERMINED/NOT REPORTED",38.6,109.6,9/1/2008,
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,84.9,4446,9/1/2008,
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,98.4,9944,9/1/2008,
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,97.4,3972,9/1/2008,
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,87,27.9,9/1/2008,1400
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,64.8,23.4,9/1/2008,1200
HEROIN HYDROCHLORIDE,69.3,1956,9/1/2008,
COCAINE HYDROCHLORIDE,42.4,15080,9/1/2008,
COCAINE HYDROCHLORIDE,86.1,14220,9/1/2008,
HEROIN HYDROCHLORIDE,59.7,2607,9/1/2008,
"METHAMPHETAMINE HYDROCHLORIDE, ISOMER UNDETERMINED/NOT REPORTED",43.3,27.1,9/1/2008,1500
HEROIN HYDROCHLORIDE,60,499.8,9/1/2008,
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,98.8,6719,9/1/2008,
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,97.7,2629,9/1/2008,
"METHAMPHETAMINE HYDROCHLORIDE, ISOMER UNDETERMINED/NOT REPORTED",44.8,26.3,9/1/2008,1200
"METHAMPHETAMINE HYDROCHLORIDE, ISOMER UNDETERMINED/NOT REPORTED",36.3,64.6,9/1/2008,
HEROIN HYDROCHLORIDE,25.7,25.2,9/1/2008,1200
HEROIN HYDROCHLORIDE,39.8,49.9,9/1/2008,
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,97.8,4419,9/1/2008,
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,99.5,7228,9/1/2008,
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,53.8,1779,9/1/2008,
"METHAMPHETAMINE HYDROCHLORIDE, ISOMER UNDETERMINED/NOT REPORTED",74,27.6,9/1/2008,
COCAINE HYDROCHLORIDE,81.5,12960,9/1/2008,
COCAINE HYDROCHLORIDE,73.5,12010,9/1/2008,
HEROIN HYDROCHLORIDE,41.1,919.4,9/1/2008,
HEROIN HYDROCHLORIDE,18.6,1456,9/1/2008,
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,98.6,5377,9/1/2008,
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,98.6,4457,9/1/2008,
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,98.8,4318,9/1/2008,
HEROIN HYDROCHLORIDE,72.8,10,9/1/2008,1000
COCAINE HYDROCHLORIDE,73.1,14970,9/1/2008,
COCAINE HYDROCHLORIDE,87.6,20120,9/1/2008,
COCAINE HYDROCHLORIDE,66.3,20830,9/1/2008,
COCAINE HYDROCHLORIDE,82.4,24900,9/1/2008,
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,76.3,445.6,9/1/2008,
COCAINE HYDROCHLORIDE,80.7,35330,9/1/2008,
OPIUM,0,499.7,9/1/2008,11000
COCAINE HYDROCHLORIDE,75.9,45140,9/1/2008,
COCAINE HYDROCHLORIDE,75.8,45300,9/1/2008,
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,64.8,27.6,9/1/2008,1200
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,92.6,1777,9/1/2008,
HEROIN HYDROCHLORIDE,65.6,993.7,9/1/2008,
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,99.5,1783,9/1/2008,
"HEROIN, SALT UNDETERMINED",40.2,4436,9/1/2008,
"HEROIN, SALT UNDETERMINED",33.5,9.9,9/1/2008,1000
COCAINE HYDROCHLORIDE,79.1,3344000,9/1/2008,
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,43,70.5,9/1/2008,
HEROIN HYDROCHLORIDE,0,2,9/1/2008,0
HEROIN HYDROCHLORIDE,0,2,9/1/2008,
HEROIN HYDROCHLORIDE,0,2,9/1/2008,
METHAMPHETAMINE SIGNATURE,0,2.9,9/1/2008,
METHAMPHETAMINE SIGNATURE,0,2.9,9/1/2008,0
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,99,8975,9/1/2008,
HEROIN HYDROCHLORIDE,56,539.1,9/1/2008,
"HEROIN, SALT UNDETERMINED",40.8,62.4,9/1/2008,5600
COCAINE HYDROCHLORIDE,0,0.95,9/1/2008,
COCAINE HYDROCHLORIDE,0,1,9/1/2008,
COCAINE HYDROCHLORIDE,0,1,9/1/2008,
"METHAMPHETAMINE HYDROCHLORIDE, ISOMER UNDETERMINED/NOT REPORTED",56.4,33.3,9/1/2008,
"METHAMPHETAMINE HYDROCHLORIDE, ISOMER UNDETERMINED/NOT REPORTED",26.7,67.1,9/1/2008,2900
HEROIN HYDROCHLORIDE,5,10.5,9/1/2008,1000
METHAMPHETAMINE SIGNATURE,0,3,9/1/2008,0
METHAMPHETAMINE SIGNATURE,0,3,9/1/2008,
METHAMPHETAMINE SIGNATURE,0,2.9,9/1/2008,0
METHAMPHETAMINE SIGNATURE,0,2.9,9/1/2008,
"METHAMPHETAMINE HYDROCHLORIDE, ISOMER UNDETERMINED/NOT REPORTED",39.2,10.5,9/1/2008,
"HEROIN, SALT UNDETERMINED",47.6,748.3,9/1/2008,
"HEROIN, SALT UNDETERMINED",55.6,227.1,9/1/2008,
"HEROIN, SALT UNDETERMINED",43.2,403.1,9/1/2008,
HEROIN HYDROCHLORIDE,68.3,497.8,9/1/2008,
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,96.7,4423,9/1/2008,
COCAINE HYDROCHLORIDE,74.1,21980,9/1/2008,
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,59.6,141.5,9/1/2008,
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,100,6648,9/1/2008,
HEROIN HYDROCHLORIDE,67.7,118.9,9/1/2008,
HEROIN HYDROCHLORIDE,62.1,495.9,9/1/2008,
COCAINE HYDROCHLORIDE,76.7,59970,9/1/2008,
COCAINE HYDROCHLORIDE,0,0.99,9/1/2008,
COCAINE HYDROCHLORIDE,0,1.3,9/1/2008,
COCAINE HYDROCHLORIDE,0,0.98,9/1/2008,
COCAINE HYDROCHLORIDE,0,0.94,9/1/2008,
COCAINE HYDROCHLORIDE,0,0.98,9/1/2008,
COCAINE HYDROCHLORIDE,0,0.99,9/1/2008,
COCAINE HYDROCHLORIDE,0,1.1,9/1/2008,
COCAINE HYDROCHLORIDE,0,0.97,9/1/2008,
COCAINE HYDROCHLORIDE,0,0.95,9/1/2008,
COCAINE HYDROCHLORIDE,0,0.99,9/1/2008,
COCAINE HYDROCHLORIDE,0,1,9/1/2008,
COCAINE HYDROCHLORIDE,0,1,9/1/2008,
HEROIN HYDROCHLORIDE,0,2,9/1/2008,
COCAINE HYDROCHLORIDE,82.2,23690,9/1/2008,
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,98,8936,9/1/2008,
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,96.5,7566,9/1/2008,
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,98.5,12950,9/1/2008,
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,95,22950,9/1/2008,
COCAINE HYDROCHLORIDE,75.2,101000,9/1/2008,
METHAMPHETAMINE SIGNATURE,0,3,9/1/2008,0
METHAMPHETAMINE SIGNATURE,0,3,9/1/2008,
COCAINE HYDROCHLORIDE,0,1,9/1/2008,
COCAINE HYDROCHLORIDE,0,1,9/1/2008,
COCAINE HYDROCHLORIDE,0,1,9/1/2008,
COCAINE HYDROCHLORIDE,0,0.96,9/1/2008,
COCAINE HYDROCHLORIDE,0,0.9,9/1/2008,
COCAINE HYDROCHLORIDE,0,0.87,9/1/2008,
HEROIN HYDROCHLORIDE,0,2,9/1/2008,
METHAMPHETAMINE SIGNATURE,0,3,9/1/2008,0
METHAMPHETAMINE SIGNATURE,0,2.9,9/1/2008,0
METHAMPHETAMINE SIGNATURE,0,3,9/1/2008,0
METHAMPHETAMINE SIGNATURE,0,2.8,9/1/2008,0
HEROIN HYDROCHLORIDE,0,1.9,9/1/2008,
HEROIN HYDROCHLORIDE,0,1.9,9/1/2008,
METHAMPHETAMINE SIGNATURE,0,2.9,9/1/2008,
METHAMPHETAMINE SIGNATURE,0,2.9,9/1/2008,
METHAMPHETAMINE SIGNATURE,0,2.7,9/1/2008,
HEROIN HYDROCHLORIDE,0,2,9/1/2008,
HEROIN HYDROCHLORIDE,0,2,9/1/2008,0
METHAMPHETAMINE SIGNATURE,0,2.9,9/1/2008,
METHAMPHETAMINE SIGNATURE,0,3.1,9/1/2008,
COCAINE HYDROCHLORIDE,0,1,9/1/2008,
COCAINE HYDROCHLORIDE,0,1,9/1/2008,
COCAINE HYDROCHLORIDE,0,0.98,9/1/2008,
HEROIN HYDROCHLORIDE,0,2,9/1/2008,
COCAINE HYDROCHLORIDE,0,1,9/1/2008,
COCAINE HYDROCHLORIDE,0,1.1,9/1/2008,
COCAINE HYDROCHLORIDE,0,0.93,9/1/2008,
COCAINE HYDROCHLORIDE,0,1,9/1/2008,
COCAINE HYDROCHLORIDE,0,1,9/1/2008,
COCAINE HYDROCHLORIDE,0,1.2,9/1/2008,
HEROIN HYDROCHLORIDE,93.8,12.9,9/1/2008,
HEROIN HYDROCHLORIDE,0,2.1,9/1/2008,
HEROIN HYDROCHLORIDE,0,1.9,9/1/2008,0
HEROIN HYDROCHLORIDE,0,0.98,9/1/2008,
HEROIN HYDROCHLORIDE,0,2.2,9/1/2008,
HEROIN HYDROCHLORIDE,0,2.1,9/1/2008,
METHAMPHETAMINE SIGNATURE,0,3,9/1/2008,
METHAMPHETAMINE SIGNATURE,0,2.9,9/1/2008,
METHAMPHETAMINE SIGNATURE,0,2.9,9/1/2008,
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,61.5,397.1,9/1/2008,
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,98.6,4430,9/1/2008,
COCAINE HYDROCHLORIDE,74.8,11000,9/1/2008,
HEROIN HYDROCHLORIDE,54.3,1144,9/1/2008,
HEROIN HYDROCHLORIDE,0,1.9,9/1/2008,
HEROIN HYDROCHLORIDE,0,2,9/1/2008,
METHAMPHETAMINE SIGNATURE,0,3,9/1/2008,
METHAMPHETAMINE SIGNATURE,0,2.9,9/1/2008,
METHAMPHETAMINE SIGNATURE,0,2.9,9/1/2008,
